country,year,sex,age_group,population,population_density,median_age,fertility_rate,life_expectancy,net_migration,urban_population_percent,dependency_ratio,birth_rate,death_rate,population_growth_rate
Belgium,2020,Total,65+,267770,439.86,41.3,1.77,80.8,-32389,84.1,50.6,8.05,13.74,-1.46
Belgium,2021,Male,0-14,4516951,497.48,36.1,1.2,75.4,18899,85.0,59.8,7.71,12.52,1.58
Belgium,2021,Male,15-29,1499087,410.32,45.6,1.83,75.9,43718,74.6,46.6,9.04,10.44,-1.24
Belgium,2021,Male,30-44,1347991,82.17,44.7,2.05,75.7,-21780,63.0,62.4,10.41,8.68,1.87
Belgium,2021,Male,45-64,237771,362.33,35.6,1.27,78.6,-39650,66.3,62.3,9.01,9.76,-0.89
Belgium,2021,Male,65+,2382214,455.87,38.9,1.63,77.0,-34408,66.6,45.7,8.07,10.5,1.54
Belgium,2021,Female,0-14,1522542,447.67,41.0,1.6,80.3,-48411,62.2,58.7,8.21,12.28,1.79
Belgium,2021,Female,15-29,3948190,289.68,41.2,1.33,82.0,21121,72.0,48.2,11.41,12.94,1.39
Belgium,2021,Female,30-44,319160,381.86,38.8,1.2,79.6,-18103,81.5,56.9,11.48,11.5,0.37
Belgium,2021,Female,45-64,2313429,146.01,43.9,1.48,75.9,-30992,63.9,56.3,11.33,11.43,2.13
Belgium,2021,Female,65+,1010652,228.52,39.5,2.04,81.1,-17559,61.3,56.3,11.65,13.07,1.2
Belgium,2021,Total,0-14,1956862,108.47,43.6,1.8,83.7,39963,63.9,58.5,11.72,9.61,0.4
Belgium,2021,Total,15-29,2951092,264.33,39.6,1.98,79.3,17055,66.3,52.4,8.85,8.31,1.57
Belgium,2021,Total,30-44,2149409,289.47,40.0,1.85,78.3,2389,74.2,62.6,8.08,12.07,0.93
Belgium,2021,Total,45-64,1680369,215.53,46.2,1.31,81.6,5621,79.3,52.9,10.57,9.2,2.06
Belgium,2021,Total,65+,1339467,50.21,43.0,1.94,82.0,5860,68.0,61.7,7.07,10.27,-0.15
Belgium,2022,Male,0-14,1761952,88.45,40.0,1.64,78.6,-13979,68.0,59.5,11.39,8.25,0.09
Belgium,2022,Male,15-29,2585232,176.58,44.3,1.9,79.7,-47255,85.7,56.5,7.38,10.3,-0.03
Belgium,2022,Male,30-44,473332,154.82,35.2,1.46,82.0,19561,66.7,57.8,9.85,11.41,1.15
Belgium,2022,Male,45-64,1548339,428.12,35.3,2.01,82.0,-2168,68.7,49.1,7.76,13.4,1.34
Belgium,2022,Male,65+,2239921,313.55,40.7,1.25,81.0,-28393,88.3,60.7,11.96,11.27,2.35
Belgium,2022,Female,0-14,1967160,126.34,43.7,1.76,83.1,-3527,69.5,50.5,11.91,11.16,2.13
Belgium,2022,Female,15-29,1347819,332.12,44.7,2.05,78.0,-26011,74.1,62.8,10.54,8.37,-0.91
Belgium,2022,Female,30-44,174932,263.74,37.8,1.24,78.7,-22955,75.9,49.8,9.5,12.08,-1.2
Belgium,2022,Female,45-64,4026765,409.27,40.5,1.69,78.9,17293,76.8,62.3,9.41,13.39,1.2
Belgium,2022,Female,65+,1253920,491.16,44.5,1.97,77.2,-21672,65.9,64.0,11.97,12.27,2.42
Belgium,2022,Total,0-14,1628315,151.98,40.2,1.73,75.7,-19127,60.4,61.6,10.66,10.13,1.29
Belgium,2022,Total,15-29,2947706,275.09,46.7,1.88,76.5,-41801,83.2,51.2,8.16,10.75,1.63
Belgium,2022,Total,30-44,2765223,388.88,45.3,1.74,82.5,-31980,71.3,56.0,11.02,8.28,1.73
Belgium,2022,Total,45-64,710327,428.58,43.7,1.29,78.9,35867,79.9,47.4,8.44,10.39,2.18
Belgium,2022,Total,65+,4634946,262.5,41.2,1.63,80.7,48932,61.0,46.2,9.22,9.65,0.99
Belgium,2023,Male,0-14,1144316,147.97,41.8,1.52,80.9,1313,87.1,62.5,11.87,8.17,1.86
Belgium,2023,Male,15-29,817876,46.93,37.1,1.98,77.5,34700,72.9,59.4,9.82,10.57,-0.19
Belgium,2023,Male,30-44,1834006,450.22,46.4,2.0,78.8,-47821,84.7,62.8,9.72,9.23,-0.48
Belgium,2023,Male,45-64,3369151,185.84,45.3,1.39,75.6,-18445,68.9,62.6,9.3,8.57,1.81
Belgium,2023,Male,65+,3341070,186.13,43.3,1.89,80.9,11250,75.5,54.3,7.23,9.74,2.22
Belgium,2023,Female,0-14,3974221,286.95,41.4,1.73,75.6,-15852,81.7,49.0,8.02,8.06,0.25
Belgium,2023,Female,15-29,4859045,372.79,46.6,1.4,81.0,10142,72.5,60.2,10.05,13.38,1.77
Belgium,2023,Female,30-44,3745727,413.89,37.2,1.53,83.1,46117,72.2,49.4,10.81,11.25,-0.9
Belgium,2023,Female,45-64,1470858,224.8,44.0,1.22,77.4,28077,77.5,64.0,7.21,9.59,0.91
Belgium,2023,Female,65+,4495818,386.73,36.2,1.66,79.6,27603,89.2,54.0,7.8,9.08,-1.11
Belgium,2023,Total,0-14,3416085,462.87,43.3,1.86,82.8,-30127,84.2,48.9,8.73,10.01,2.41
Belgium,2023,Total,15-29,4639058,85.87,44.2,1.8,78.9,3312,69.4,54.7,9.53,10.32,2.13
Belgium,2023,Total,30-44,1926336,41.84,45.1,1.21,81.3,445,85.3,47.0,9.79,11.01,1.32
Belgium,2023,Total,45-64,4720432,484.51,35.6,1.65,81.5,-49611,63.6,64.2,10.57,13.71,-0.59
Belgium,2023,Total,65+,1917306,436.69,36.9,1.48,77.6,14887,84.5,55.0,7.35,9.88,2.24
Belgium,2024,Male,0-14,4649409,421.43,45.9,1.21,81.1,22827,65.6,45.4,8.95,9.15,0.15
Belgium,2024,Male,15-29,331696,232.35,45.5,1.74,77.2,35024,68.6,53.7,10.43,9.99,-1.27
Belgium,2024,Male,30-44,3804542,209.28,46.8,1.91,81.6,-4730,66.0,53.4,10.75,8.61,-0.39
Belgium,2024,Male,45-64,4037793,472.4,46.0,1.21,79.1,48505,65.4,64.4,7.57,10.42,1.45
Belgium,2024,Male,65+,702755,228.68,39.2,1.56,77.4,-4167,75.5,59.8,10.15,11.3,1.26
Belgium,2024,Female,0-14,572154,309.82,37.1,2.03,75.6,18136,62.8,57.0,10.12,11.89,-0.43
Belgium,2024,Female,15-29,2916069,483.56,38.0,1.81,81.4,44767,77.5,55.5,8.25,8.01,-0.8
Belgium,2024,Female,30-44,1927145,241.07,42.3,1.39,83.5,49575,77.6,59.0,10.4,10.45,-1.44
Belgium,2024,Female,45-64,3893139,470.05,41.5,2.05,77.0,26872,85.2,48.8,10.36,13.86,-1.09
Belgium,2024,Female,65+,2229441,379.13,38.9,2.0,75.8,44574,67.8,53.7,10.62,8.05,0.86
Belgium,2024,Total,0-14,94816,287.03,43.0,1.83,76.8,-39722,66.0,62.5,10.69,8.08,-0.51
Belgium,2024,Total,15-29,858301,157.28,38.0,1.26,79.1,-22414,66.5,56.9,9.97,10.23,-0.17
Belgium,2024,Total,30-44,903329,408.39,44.9,2.04,79.9,26162,78.5,59.9,10.69,11.13,-1.23
Belgium,2024,Total,45-64,132409,230.92,37.5,1.92,78.0,35947,71.1,62.9,10.33,12.72,0.32
Belgium,2024,Total,65+,2953609,146.74,43.5,1.58,79.0,-11494,88.1,46.3,11.12,9.75,0.28
Bulgaria,2015,Male,0-14,1892360,124.52,42.1,1.57,79.2,42247,87.8,47.1,10.82,10.46,1.12
Bulgaria,2015,Male,15-29,2072784,464.29,36.3,1.66,82.1,-31548,82.4,59.4,11.13,10.68,1.72
Bulgaria,2015,Male,30-44,702416,175.61,38.0,1.66,79.8,7620,82.3,46.5,11.36,12.97,-0.64
Bulgaria,2015,Male,45-64,3188102,477.82,38.9,1.52,79.6,34774,67.0,51.4,11.52,8.47,1.82
Bulgaria,2015,Male,65+,2213349,275.15,44.5,2.0,78.1,40063,82.5,53.8,10.05,8.96,1.19
Bulgaria,2015,Female,0-14,2584957,210.86,40.9,1.59,81.7,36465,76.0,60.8,8.48,11.25,-0.12
Bulgaria,2015,Female,15-29,644557,107.9,45.7,1.42,78.2,40226,66.7,55.4,10.04,9.47,-1.27
Bulgaria,2015,Female,30-44,1801797,155.77,39.0,1.87,80.1,-6630,76.7,53.3,9.14,11.25,1.29
Bulgaria,2015,Female,45-64,4234238,384.19,37.4,1.49,79.9,-48080,78.9,55.7,7.58,11.63,-1.03
Bulgaria,2015,Female,65+,1183183,490.8,41.1,1.3,81.9,-34190,66.1,55.2,9.1,8.11,1.67
Bulgaria,2015,Total,0-14,2998632,346.43,39.9,2.0,77.0,-2103,67.6,45.2,10.62,11.21,1.84
Bulgaria,2015,Total,15-29,4670792,440.86,37.4,1.31,77.6,45430,73.5,48.7,11.27,13.3,0.37
Bulgaria,2015,Total,30-44,4805997,334.45,35.2,1.45,76.9,-47419,74.4,48.6,10.72,13.09,0.68
Bulgaria,2015,Total,45-64,2064017,271.28,46.9,1.41,83.5,41881,69.6,49.4,8.75,10.24,-1.23
Bulgaria,2015,Total,65+,1912205,206.01,39.4,1.24,78.1,-41974,71.4,61.6,11.21,10.24,1.03
Bulgaria,2016,Male,0-14,749895,287.76,35.8,1.89,80.3,-15340,75.6,52.0,10.39,12.55,-1.44
Bulgaria,2016,Male,15-29,956450,321.62,43.9,1.35,76.8,-15307,82.5,63.2,10.79,11.58,1.12
Bulgaria,2016,Male,30-44,2008691,430.71,41.5,1.88,77.8,-10822,68.1,49.0,8.57,9.45,-0.64
Bulgaria,2016,Male,45-64,4442541,438.26,43.7,1.87,80.0,2953,80.9,52.7,11.11,11.96,1.68
Bulgaria,2016,Male,65+,2032847,288.19,41.4,1.77,81.7,-27412,69.7,50.4,7.95,12.17,-0.63
Bulgaria,2016,Female,0-14,4186725,59.68,44.3,1.94,79.2,-12299,83.6,60.5,10.74,8.9,-0.63
Bulgaria,2016,Female,15-29,4772340,152.0,35.4,1.99,77.2,-30741,61.2,58.3,8.62,13.39,2.05
Bulgaria,2016,Female,30-44,4653623,376.03,40.2,1.8,75.8,31159,67.5,56.5,7.34,8.57,2.5
Bulgaria,2016,Female,45-64,2057338,468.78,44.6,1.81,75.1,-26614,67.2,45.8,9.06,8.78,-1.41
Bulgaria,2016,Female,65+,4567562,429.11,39.9,1.21,75.7,-43356,67.0,45.3,10.82,11.74,1.55
Bulgaria,2016,Total,0-14,1706042,32.51,46.3,1.57,78.6,26312,62.1,57.8,10.67,12.06,-0.95
Bulgaria,2016,Total,15-29,3121640,137.57,42.2,2.04,83.4,22374,78.6,57.7,9.35,10.66,0.48
Bulgaria,2016,Total,30-44,1035257,366.1,42.1,1.25,79.1,2113,70.9,62.3,7.55,13.55,1.03
Bulgaria,2016,Total,45-64,915256,62.81,41.7,1.87,82.3,-10896,65.4,59.1,9.28,12.01,1.85
Bulgaria,2016,Total,65+,299265,39.0,44.3,1.75,81.3,36795,73.6,58.7,11.55,11.83,2.31
Bulgaria,2017,Male,0-14,3298140,102.23,41.9,1.45,83.3,-25481,62.8,56.9,10.51,8.4,-0.58
Bulgaria,2017,Male,15-29,4689059,444.06,45.6,1.79,76.9,39132,89.3,58.7,8.88,12.8,2.04
Bulgaria,2017,Male,30-44,997272,498.7,35.4,2.01,80.6,-34840,74.0,61.9,7.31,10.01,-1.23
Bulgaria,2017,Male,45-64,3201478,216.1,43.0,2.0,77.8,-15686,83.7,53.3,7.84,10.85,-1.28
Bulgaria,2017,Male,65+,4247079,77.46,37.0,1.33,83.8,15149,65.0,47.3,7.04,8.93,-0.67
Bulgaria,2017,Female,0-14,2434775,133.26,35.2,1.94,78.3,7980,69.1,64.5,7.85,13.39,1.61
Bulgaria,2017,Female,15-29,1373173,436.39,36.9,1.27,79.4,39462,81.2,57.3,7.78,10.87,1.62
Bulgaria,2017,Female,30-44,3870671,97.72,42.5,1.45,79.4,-30480,73.8,51.1,11.11,8.34,0.17
Bulgaria,2017,Female,45-64,1753820,193.12,41.6,2.09,81.0,-40514,61.3,47.5,9.81,12.59,2.26
Bulgaria,2017,Female,65+,901161,121.73,40.9,1.87,79.4,-32382,79.7,47.3,11.0,8.74,1.29
Bulgaria,2017,Total,0-14,607242,388.35,36.5,1.38,83.6,16788,75.3,59.7,9.56,13.22,0.11
Bulgaria,2017,Total,15-29,2979735,204.92,42.9,1.33,80.1,31972,68.4,49.4,7.91,12.95,-0.36
Bulgaria,2017,Total,30-44,1948917,485.87,41.9,1.33,78.4,-38126,88.2,62.9,8.69,12.38,0.79
Bulgaria,2017,Total,45-64,1082499,346.2,37.6,1.4,82.9,-30058,77.7,60.0,10.12,11.6,-1.29
Bulgaria,2017,Total,65+,1191452,139.07,38.2,1.7,76.8,-33721,74.6,63.4,7.2,9.75,-0.67
Bulgaria,2018,Male,0-14,2869182,456.96,40.6,1.62,81.8,2495,78.5,60.2,9.56,12.22,2.24
Bulgaria,2018,Male,15-29,3507521,217.0,44.9,1.35,75.3,-2236,61.4,57.9,8.13,12.02,0.37
Bulgaria,2018,Male,30-44,544955,265.6,35.6,1.23,80.0,-18973,87.9,64.9,10.98,12.52,-0.64
Bulgaria,2018,Male,45-64,348783,53.32,43.7,1.3,80.5,7415,87.7,58.9,10.05,9.2,-1.28
Bulgaria,2018,Male,65+,503222,88.98,44.3,1.41,81.1,19460,85.1,63.5,8.83,9.91,1.5
Bulgaria,2018,Female,0-14,267314,226.73,38.5,1.5,77.6,-15358,79.1,56.9,10.27,9.15,-0.32
Bulgaria,2018,Female,15-29,2091381,475.17,45.6,1.87,77.5,27475,88.9,45.2,10.58,12.24,0.99
Bulgaria,2018,Female,30-44,3423307,189.79,35.9,1.6,77.3,-37503,89.8,55.8,11.92,13.63,0.31
Bulgaria,2018,Female,45-64,3581674,73.41,37.0,1.74,76.4,26524,73.4,55.0,8.23,10.83,1.15
Bulgaria,2018,Female,65+,4482787,384.32,41.9,2.01,82.4,-30262,61.7,45.1,8.06,11.98,0.14
Bulgaria,2018,Total,0-14,318449,432.38,39.3,1.88,77.7,17766,63.2,53.8,10.65,13.64,0.92
Bulgaria,2018,Total,15-29,3791104,416.57,37.1,1.64,76.1,43326,88.5,47.7,10.67,11.79,0.83
Bulgaria,2018,Total,30-44,347584,51.27,37.6,1.21,80.2,28484,84.6,56.3,10.29,13.39,0.1
Bulgaria,2018,Total,45-64,2725032,473.05,36.0,1.43,82.0,5161,77.3,54.3,7.59,13.88,-0.64
Bulgaria,2018,Total,65+,3605912,450.98,44.4,1.83,80.6,-44102,76.0,47.1,7.86,11.41,-0.31
Bulgaria,2019,Male,0-14,3553548,145.73,40.1,1.91,75.3,-18583,72.9,52.0,7.25,8.32,1.27
Bulgaria,2019,Male,15-29,3905798,132.58,46.9,1.72,76.2,-1383,70.8,61.5,11.1,10.86,-0.1
Bulgaria,2019,Male,30-44,482829,408.69,38.9,1.39,75.8,28672,70.8,63.3,9.83,9.1,-0.94
Bulgaria,2019,Male,45-64,1340894,417.1,39.6,1.61,77.7,-40725,63.6,63.7,10.42,11.19,-1.37
Bulgaria,2019,Male,65+,4288340,176.55,38.0,1.79,80.6,25139,76.9,59.3,7.34,10.51,-1.03
Bulgaria,2019,Female,0-14,628110,471.09,42.9,1.27,78.2,-31981,80.4,63.8,7.23,9.92,0.25
Bulgaria,2019,Female,15-29,3584150,150.01,36.3,1.52,78.7,-2071,76.1,50.6,8.08,9.73,0.73
Bulgaria,2019,Female,30-44,4904491,456.41,36.9,1.4,79.7,-44687,76.7,49.6,9.51,12.39,2.33
Bulgaria,2019,Female,45-64,2459409,446.51,46.2,2.02,80.7,3218,62.7,51.3,7.22,12.69,0.09
Bulgaria,2019,Female,65+,2388401,417.5,36.8,1.95,79.9,-48343,67.1,47.2,10.84,11.0,0.24
Bulgaria,2019,Total,0-14,2611913,271.62,38.7,1.72,77.9,28270,68.2,45.1,11.89,13.79,0.08
Bulgaria,2019,Total,15-29,492244,432.88,44.8,1.6,76.2,34117,83.5,50.3,11.95,8.15,0.91
Bulgaria,2019,Total,30-44,2912349,353.38,36.4,2.04,76.6,258,86.6,53.4,9.48,13.5,1.61
Bulgaria,2019,Total,45-64,4407356,295.75,40.3,1.92,81.5,-21859,71.8,47.0,7.08,11.97,0.91
Bulgaria,2019,Total,65+,3957297,66.1,37.8,1.95,83.5,-22474,64.1,49.6,11.34,13.56,0.18
Bulgaria,2020,Male,0-14,3518282,48.51,41.9,1.55,75.3,-48119,88.4,60.6,8.57,9.49,1.29
Bulgaria,2020,Male,15-29,3621387,216.91,46.7,1.69,77.5,-45314,68.1,63.1,8.87,11.3,-1.3
Bulgaria,2020,Male,30-44,1510235,222.93,37.0,1.4,77.9,33747,84.5,63.6,7.48,10.7,-0.15
Bulgaria,2020,Male,45-64,983476,69.26,37.5,1.88,75.5,2347,82.8,59.6,9.42,12.16,0.71
Bulgaria,2020,Male,65+,3249039,169.3,45.9,1.69,81.6,-45074,70.8,53.2,10.4,8.34,-1.36
Bulgaria,2020,Female,0-14,551793,120.91,42.7,1.43,83.0,45598,68.9,49.6,9.06,9.44,1.19
Bulgaria,2020,Female,15-29,2122723,346.35,44.9,1.56,76.4,-26835,76.1,46.6,7.17,13.94,-1.38
Bulgaria,2020,Female,30-44,3111342,494.56,46.7,1.91,80.9,26216,75.2,57.8,11.93,12.61,0.24
Bulgaria,2020,Female,45-64,4900825,230.92,39.0,1.71,82.7,39389,60.7,53.6,8.39,8.78,-1.1
Bulgaria,2020,Female,65+,2521321,276.09,38.0,1.62,79.4,-42865,68.8,49.2,10.83,9.52,1.96
Bulgaria,2020,Total,0-14,2026850,89.2,46.7,1.81,82.6,31931,64.6,62.8,11.72,12.59,-1.48
Bulgaria,2020,Total,15-29,4979107,159.68,44.2,1.4,81.2,-16217,82.4,49.4,7.3,8.79,0.92
Bulgaria,2020,Total,30-44,958017,51.15,43.8,1.51,79.3,-44457,63.8,45.6,10.11,12.84,1.87
Bulgaria,2020,Total,45-64,1302390,326.75,40.1,1.69,76.6,-36790,79.0,61.1,8.99,12.84,0.87
Bulgaria,2020,Total,65+,1246311,200.49,41.6,1.96,76.1,-28847,87.5,53.1,7.72,12.29,-0.33
Bulgaria,2021,Male,0-14,392221,398.84,46.9,1.74,77.8,-22436,80.4,63.9,8.48,8.01,-0.41
Bulgaria,2021,Male,15-29,4750858,464.41,38.9,1.31,79.0,35709,81.9,51.5,10.33,11.34,-0.13
Bulgaria,2021,Male,30-44,4063582,74.38,45.0,2.03,80.8,-6884,86.8,57.9,8.44,9.79,2.06
Bulgaria,2021,Male,45-64,2029746,197.6,38.1,1.21,79.9,16471,86.8,61.5,11.49,11.32,1.75
Bulgaria,2021,Male,65+,4657765,343.15,46.9,1.4,78.5,-24784,69.4,46.9,7.88,13.92,0.28
Bulgaria,2021,Female,0-14,2720492,71.2,35.8,2.0,79.2,35886,69.8,51.1,9.01,12.04,1.23
Bulgaria,2021,Female,15-29,3427180,356.49,39.4,1.86,81.0,-42629,77.2,50.1,11.02,10.56,2.48
Bulgaria,2021,Female,30-44,3071786,321.01,37.2,1.22,77.6,-6941,74.8,60.9,8.16,9.36,0.7
Bulgaria,2021,Female,45-64,591529,80.78,40.7,1.73,79.9,-36669,79.6,61.6,11.88,10.84,-1.23
Bulgaria,2021,Female,65+,4582889,168.96,46.2,1.67,77.4,49245,78.0,58.1,7.77,13.86,0.68
Bulgaria,2021,Total,0-14,4012931,373.2,39.4,1.78,79.2,48187,81.1,56.1,8.79,13.47,-1.42
Bulgaria,2021,Total,15-29,1250847,56.73,44.2,1.83,78.0,-34011,78.8,63.6,10.38,9.84,-0.02
Bulgaria,2021,Total,30-44,3825702,401.31,38.8,1.72,78.1,-32696,61.9,51.8,9.53,8.97,1.13
Bulgaria,2021,Total,45-64,3780370,242.32,39.3,1.56,76.0,-35673,89.6,45.0,10.07,11.7,0.33
Bulgaria,2021,Total,65+,2041161,58.88,44.8,2.05,80.8,-21631,65.9,48.6,8.31,11.15,-1.06
Bulgaria,2022,Male,0-14,4266794,188.9,36.5,1.55,76.5,41024,78.6,59.0,8.07,8.25,-0.05
Bulgaria,2022,Male,15-29,4078604,301.18,39.1,1.92,79.9,21466,77.0,63.2,8.98,9.78,-0.93
Bulgaria,2022,Male,30-44,4580734,438.87,39.5,1.75,79.7,-44963,82.7,56.7,11.14,8.48,0.41
Bulgaria,2022,Male,45-64,2317357,199.1,38.7,1.38,81.1,-6610,86.3,64.4,7.89,12.33,-1.34
Bulgaria,2022,Male,65+,4885925,250.67,40.1,2.1,75.1,15449,74.4,61.2,11.75,8.13,2.43
Bulgaria,2022,Female,0-14,885988,36.07,37.7,1.71,78.2,-27805,60.7,47.3,7.64,9.14,0.34
Bulgaria,2022,Female,15-29,804085,131.68,40.3,1.24,82.4,20211,66.0,50.3,9.52,8.41,-0.63
Bulgaria,2022,Female,30-44,2624469,249.07,40.3,1.21,77.2,37902,76.2,57.1,8.1,11.75,0.79
Bulgaria,2022,Female,45-64,4316399,417.68,44.5,1.46,82.5,27606,71.2,57.5,7.06,8.86,1.47
Bulgaria,2022,Female,65+,140140,211.75,35.6,1.56,79.6,26946,86.5,50.4,7.97,10.85,-1.47
Bulgaria,2022,Total,0-14,1848594,63.44,41.9,1.71,82.9,3051,67.7,47.3,11.59,12.67,1.79
Bulgaria,2022,Total,15-29,1854053,284.4,42.7,1.24,83.5,-40163,73.6,54.0,11.68,13.9,1.69
Bulgaria,2022,Total,30-44,3909949,273.72,38.0,1.52,83.9,29854,81.9,45.9,11.64,8.55,-0.36
Bulgaria,2022,Total,45-64,2261130,31.97,43.0,1.78,78.7,36126,72.4,58.1,9.9,8.13,2.45
Bulgaria,2022,Total,65+,1821503,479.66,42.2,1.86,77.8,34573,74.7,48.4,7.25,11.71,-0.67
Bulgaria,2023,Male,0-14,281414,82.81,39.0,1.9,78.9,19322,85.3,51.5,10.44,13.77,1.42
Bulgaria,2023,Male,15-29,3894328,326.44,43.9,1.75,75.2,-5694,70.0,59.6,9.1,11.47,1.83
Bulgaria,2023,Male,30-44,4446208,479.88,45.7,1.79,79.1,-4651,72.1,55.4,11.98,8.81,1.2
Bulgaria,2023,Male,45-64,897405,35.21,43.8,1.71,78.9,-21244,89.7,49.2,8.78,12.02,0.44
Bulgaria,2023,Male,65+,1857254,306.84,46.3,1.51,77.2,33860,74.2,56.1,9.85,9.26,1.47
Bulgaria,2023,Female,0-14,2774274,196.77,44.4,1.71,77.4,-20680,82.3,53.2,7.98,11.08,-0.98
Bulgaria,2023,Female,15-29,4714496,92.6,38.1,1.58,80.4,-26536,65.5,51.4,9.08,13.45,-0.53
Bulgaria,2023,Female,30-44,2235132,179.78,36.3,1.32,80.2,33168,62.7,57.5,9.75,10.44,0.59
Bulgaria,2023,Female,45-64,437773,331.78,38.3,1.65,76.1,35473,86.7,56.9,11.05,10.58,1.5
Bulgaria,2023,Female,65+,4053314,150.2,38.9,1.35,76.6,-2025,67.4,51.1,9.78,11.53,0.21
Bulgaria,2023,Total,0-14,850607,420.82,37.1,1.85,82.0,-26717,77.4,45.3,8.8,11.63,0.05
Bulgaria,2023,Total,15-29,903159,344.37,44.6,2.04,75.2,-25838,76.7,59.1,10.31,12.85,2.04
Bulgaria,2023,Total,30-44,478556,38.9,43.8,1.39,76.2,-49934,61.5,49.6,11.49,9.54,-0.62
Bulgaria,2023,Total,45-64,2074611,265.03,43.1,1.42,81.8,-17034,69.4,53.2,8.05,13.86,1.08
Bulgaria,2023,Total,65+,4130790,211.39,39.5,2.0,76.4,-49202,89.0,52.9,7.65,12.03,1.42
Bulgaria,2024,Male,0-14,3665590,327.05,43.7,1.53,76.3,-17670,79.4,59.9,8.16,10.43,-0.42
Bulgaria,2024,Male,15-29,840671,411.68,44.9,1.92,77.9,-35395,65.5,64.1,8.88,10.04,-1.25
Bulgaria,2024,Male,30-44,2167191,68.73,42.2,1.64,79.9,-16202,85.7,60.3,7.73,12.14,2.28
Bulgaria,2024,Male,45-64,3914860,184.24,35.6,1.8,77.1,-5586,63.6,51.2,11.01,13.17,-0.95
Bulgaria,2024,Male,65+,1213951,184.55,42.9,1.88,82.3,-7229,68.7,60.7,11.02,13.92,0.89
Bulgaria,2024,Female,0-14,1565509,148.59,45.5,1.35,75.5,906,66.5,46.8,7.97,12.92,1.21
Bulgaria,2024,Female,15-29,3474638,254.28,44.5,2.08,83.4,-41198,85.2,58.4,10.49,10.18,2.02
Bulgaria,2024,Female,30-44,3323751,95.45,42.3,1.48,77.9,41717,70.5,62.2,8.17,12.17,1.02
Bulgaria,2024,Female,45-64,923420,170.19,44.3,1.55,76.3,-34419,87.3,49.4,7.28,9.53,0.61
Bulgaria,2024,Female,65+,4399025,108.71,40.6,1.23,76.1,-28971,61.9,52.9,9.37,10.71,1.98
Bulgaria,2024,Total,0-14,3338157,225.12,40.1,1.91,76.8,-42049,85.6,58.5,7.69,9.66,-1.32
Bulgaria,2024,Total,15-29,4931539,271.05,38.9,1.74,84.0,38388,67.8,45.0,8.88,11.42,0.41
Bulgaria,2024,Total,30-44,3262713,133.23,35.0,2.02,82.6,6597,84.7,60.1,10.66,13.26,1.39
Bulgaria,2024,Total,45-64,3693488,361.61,38.7,1.42,75.7,-6934,78.6,59.4,7.55,8.21,2.48
Bulgaria,2024,Total,65+,1366303,139.34,44.0,1.45,80.6,27239,84.1,51.8,9.22,12.05,0.54
Croatia,2015,Male,0-14,554910,393.4,43.1,1.23,79.8,-13453,89.7,54.7,11.93,12.53,-0.51
Croatia,2015,Male,15-29,930432,433.04,36.2,1.84,78.1,12894,72.1,49.7,11.09,10.02,1.81
Croatia,2015,Male,30-44,2618101,496.19,46.4,1.32,79.8,11382,65.6,56.1,8.46,10.5,0.01
Croatia,2015,Male,45-64,3936613,489.42,44.7,1.86,79.8,-43920,88.6,46.2,8.49,9.79,-0.22
Croatia,2015,Male,65+,1013544,426.83,46.0,1.85,77.6,30440,62.1,63.2,7.95,12.93,0.68
Croatia,2015,Female,0-14,56464,479.06,38.0,1.97,76.5,-49940,74.5,49.2,7.58,13.02,0.51
Croatia,2015,Female,15-29,3096672,415.22,45.7,1.38,77.6,-10275,88.6,60.1,9.23,11.55,1.3
Croatia,2015,Female,30-44,3976449,175.84,41.0,1.92,81.7,-41680,64.7,55.9,7.44,10.26,0.15
Croatia,2015,Female,45-64,3266662,476.88,37.5,1.43,83.7,-10114,81.0,62.1,7.58,12.24,0.51
Croatia,2015,Female,65+,4455113,81.08,46.8,1.54,82.0,-46775,83.0,57.6,10.17,10.7,0.62
Croatia,2015,Total,0-14,3272018,418.19,43.4,2.03,82.4,-29972,69.4,57.7,8.78,8.89,0.89
Croatia,2015,Total,15-29,978864,122.44,37.8,1.47,80.8,-31016,75.8,60.2,10.56,9.16,0.39
Croatia,2015,Total,30-44,2073553,207.77,41.2,1.57,76.8,5739,60.8,58.8,8.58,8.33,0.94
Croatia,2015,Total,45-64,2495738,70.92,37.4,1.69,76.9,-18624,66.9,62.0,8.99,9.47,1.75
Croatia,2015,Total,65+,4525715,465.25,36.9,2.07,76.9,33658,67.2,53.9,8.41,8.49,2.01
Croatia,2016,Male,0-14,1571193,108.13,46.0,1.5,78.3,-17076,70.2,64.0,10.69,11.58,2.02
Croatia,2016,Male,15-29,3390552,177.6,41.0,1.39,82.9,2057,87.6,53.5,8.71,13.77,0.28
Croatia,2016,Male,30-44,3344900,119.46,46.0,1.7,77.7,-2309,84.4,51.8,9.17,13.09,-0.05
Croatia,2016,Male,45-64,4200579,401.9,42.2,1.51,79.9,44615,85.4,52.9,7.26,10.41,1.2
Croatia,2016,Male,65+,4910345,304.21,40.6,1.76,79.3,43254,82.5,55.9,8.02,9.75,1.49
Croatia,2016,Female,0-14,820348,208.83,36.3,1.68,78.6,49841,72.8,54.5,11.49,11.15,1.33
Croatia,2016,Female,15-29,993831,349.92,43.0,1.66,78.9,-7081,61.2,64.5,8.21,11.98,1.86
